id,bloc
"267",280522.000000000000000
"268",280524.000000000000000
"269",280526.000000000000000
"270",280528.000000000000000
"271",280530.000000000000000
"272",280532.000000000000000
"273",280534.000000000000000
"274",280536.000000000000000
"275",280538.000000000000000
"276",280540.000000000000000
"277",280542.000000000000000
"278",280544.000000000000000
"279",280546.000000000000000
"280",280548.000000000000000
"281",280550.000000000000000
"282",280552.000000000000000
"283",280554.000000000000000
"284",280556.000000000000000
"285",280558.000000000000000
"286",280560.000000000000000
"287",280562.000000000000000
"288",280564.000000000000000
"289",280566.000000000000000
"290",280568.000000000000000
"291",280570.000000000000000
"292",280572.000000000000000
"293",280574.000000000000000
"294",280576.000000000000000
"295",280578.000000000000000
"296",280580.000000000000000
"297",280582.000000000000000
"298",280584.000000000000000
"299",280586.000000000000000
"300",280588.000000000000000
"301",280590.000000000000000
"302",280592.000000000000000
"303",280594.000000000000000
"304",280596.000000000000000
"305",280608.000000000000000
"306",280610.000000000000000
"307",280612.000000000000000
"308",280614.000000000000000
"309",280616.000000000000000
"310",280618.000000000000000
"311",280620.000000000000000
"312",280622.000000000000000
"313",282490.000000000000000
"314",282492.000000000000000
"315",282494.000000000000000
"316",282496.000000000000000
"317",282498.000000000000000
"318",282500.000000000000000
"319",282502.000000000000000
"320",282504.000000000000000
"321",282506.000000000000000
"322",282508.000000000000000
"323",282510.000000000000000
"324",282512.000000000000000
"325",282514.000000000000000
"326",282516.000000000000000
"327",282518.000000000000000
"328",282520.000000000000000
"329",282522.000000000000000
"330",282524.000000000000000
"331",282526.000000000000000
"332",282528.000000000000000
"333",282530.000000000000000
"334",282532.000000000000000
"335",282534.000000000000000
"336",282536.000000000000000
"337",282538.000000000000000
"338",282540.000000000000000
"339",282542.000000000000000
"340",282544.000000000000000
"341",282546.000000000000000
"342",282548.000000000000000
"343",282550.000000000000000
"344",282552.000000000000000
"345",282554.000000000000000
"346",282556.000000000000000
"347",282558.000000000000000
"348",282560.000000000000000
"349",282562.000000000000000
"350",282564.000000000000000
"351",282566.000000000000000
"352",282568.000000000000000
"353",282570.000000000000000
"354",282572.000000000000000
"355",282574.000000000000000
"356",282576.000000000000000
"357",282578.000000000000000
"358",282580.000000000000000
"359",282582.000000000000000
"360",282584.000000000000000
"361",282586.000000000000000
"362",282588.000000000000000
"363",282590.000000000000000
"364",282592.000000000000000
"365",282594.000000000000000
"366",282596.000000000000000
"367",282598.000000000000000
"368",282606.000000000000000
"369",282608.000000000000000
"370",282610.000000000000000
"371",282612.000000000000000
"372",282614.000000000000000
"373",282616.000000000000000
"374",282618.000000000000000
"375",282620.000000000000000
"376",282622.000000000000000
"377",282624.000000000000000
"378",282626.000000000000000
"379",284490.000000000000000
"380",284492.000000000000000
"381",284494.000000000000000
"382",284496.000000000000000
"383",284498.000000000000000
"384",284500.000000000000000
"385",284502.000000000000000
"386",284504.000000000000000
"387",284506.000000000000000
"388",284508.000000000000000
"389",284510.000000000000000
"390",284512.000000000000000
"391",284514.000000000000000
"392",284516.000000000000000
"393",284518.000000000000000
"394",284520.000000000000000
"395",284522.000000000000000
"396",284524.000000000000000
"397",284526.000000000000000
"398",284528.000000000000000
"399",284530.000000000000000
"400",284532.000000000000000
"401",284534.000000000000000
"402",284536.000000000000000
"403",284538.000000000000000
"404",284540.000000000000000
"405",284542.000000000000000
"406",284544.000000000000000
"407",284546.000000000000000
"408",284548.000000000000000
"409",284550.000000000000000
"410",284552.000000000000000
"411",284554.000000000000000
"412",284556.000000000000000
"413",284558.000000000000000
"414",284560.000000000000000
"415",284562.000000000000000
"416",284564.000000000000000
"417",284566.000000000000000
"418",284568.000000000000000
"419",284570.000000000000000
"420",284572.000000000000000
"421",284574.000000000000000
"422",284576.000000000000000
"423",284578.000000000000000
"424",284580.000000000000000
"425",284582.000000000000000
"426",284584.000000000000000
"427",284586.000000000000000
"428",284588.000000000000000
"429",284590.000000000000000
"430",284592.000000000000000
"431",284594.000000000000000
"432",284596.000000000000000
"433",284598.000000000000000
"434",284600.000000000000000
"435",284604.000000000000000
"436",284606.000000000000000
"437",284608.000000000000000
"438",284610.000000000000000
"439",284612.000000000000000
"440",284614.000000000000000
"441",284616.000000000000000
"442",284618.000000000000000
"443",284620.000000000000000
"444",284622.000000000000000
"445",284624.000000000000000
"446",284626.000000000000000
"447",286488.000000000000000
"448",286490.000000000000000
"449",286492.000000000000000
"450",286494.000000000000000
"451",286496.000000000000000
"452",286498.000000000000000
"453",286500.000000000000000
"454",286502.000000000000000
"455",286504.000000000000000
"456",286506.000000000000000
"457",286508.000000000000000
"458",286510.000000000000000
"459",286512.000000000000000
"460",286514.000000000000000
"461",286516.000000000000000
"462",286518.000000000000000
"463",286520.000000000000000
"464",286522.000000000000000
"465",286524.000000000000000
"466",286526.000000000000000
"467",286528.000000000000000
"468",286530.000000000000000
"469",286532.000000000000000
"470",286534.000000000000000
"471",286536.000000000000000
"472",286538.000000000000000
"473",286540.000000000000000
"474",286542.000000000000000
"475",286544.000000000000000
"476",286546.000000000000000
"477",286548.000000000000000
"478",286550.000000000000000
"479",286552.000000000000000
"480",286554.000000000000000
"481",286556.000000000000000
"482",286558.000000000000000
"483",286560.000000000000000
"484",286562.000000000000000
"485",286564.000000000000000
"486",286566.000000000000000
"487",286568.000000000000000
"488",286570.000000000000000
"489",286572.000000000000000
"490",286574.000000000000000
"491",286576.000000000000000
"492",286578.000000000000000
"493",286580.000000000000000
"494",286582.000000000000000
"495",286584.000000000000000
"496",286586.000000000000000
"497",286588.000000000000000
"498",286590.000000000000000
"499",286592.000000000000000
"500",286594.000000000000000
"501",286596.000000000000000
"502",286598.000000000000000
"503",286600.000000000000000
"504",286602.000000000000000
"505",286604.000000000000000
"506",286606.000000000000000
"507",286608.000000000000000
"508",286610.000000000000000
"509",286612.000000000000000
"510",286614.000000000000000
"511",286616.000000000000000
"512",286618.000000000000000
"513",286620.000000000000000
"514",286622.000000000000000
"515",286624.000000000000000
"516",286626.000000000000000
"517",288488.000000000000000
"518",288490.000000000000000
"519",288492.000000000000000
"520",288494.000000000000000
"521",288496.000000000000000
"522",288498.000000000000000
"523",288500.000000000000000
"524",288502.000000000000000
"525",288504.000000000000000
"526",288506.000000000000000
"527",288508.000000000000000
"528",288510.000000000000000
"529",288512.000000000000000
"530",288514.000000000000000
"531",288516.000000000000000
"532",288518.000000000000000
"533",288520.000000000000000
"534",288522.000000000000000
"535",288524.000000000000000
"536",288526.000000000000000
"537",288528.000000000000000
"538",288530.000000000000000
"539",288532.000000000000000
"540",288534.000000000000000
"541",288536.000000000000000
"542",288538.000000000000000
"543",288540.000000000000000
"544",288542.000000000000000
"545",288544.000000000000000
"546",288546.000000000000000
"547",288548.000000000000000
"548",288550.000000000000000
"549",288552.000000000000000
"550",288554.000000000000000
"551",288556.000000000000000
"552",288558.000000000000000
"553",288560.000000000000000
"554",288562.000000000000000
"555",288564.000000000000000
"556",288566.000000000000000
"557",288568.000000000000000
"558",288570.000000000000000
"559",288572.000000000000000
"560",288574.000000000000000
"561",288576.000000000000000
"562",288578.000000000000000
"563",288580.000000000000000
"564",288582.000000000000000
"565",288584.000000000000000
"566",288586.000000000000000
"567",288588.000000000000000
"568",288590.000000000000000
"569",288592.000000000000000
"570",288594.000000000000000
"571",288596.000000000000000
"572",288598.000000000000000
"573",288600.000000000000000
"574",288602.000000000000000
"575",288604.000000000000000
"576",288606.000000000000000
"577",288608.000000000000000
"578",288610.000000000000000
"579",288612.000000000000000
"580",288614.000000000000000
"581",288616.000000000000000
"582",288618.000000000000000
"583",288620.000000000000000
"584",288622.000000000000000
"585",288624.000000000000000
"586",288626.000000000000000
"587",288628.000000000000000
"588",290490.000000000000000
"589",290492.000000000000000
"590",290494.000000000000000
"591",290496.000000000000000
"592",290498.000000000000000
"593",290500.000000000000000
"594",290502.000000000000000
"595",290504.000000000000000
"596",290506.000000000000000
"597",290508.000000000000000
"598",290510.000000000000000
"599",290512.000000000000000
"600",290514.000000000000000
"601",290516.000000000000000
"602",290518.000000000000000
"603",290520.000000000000000
"604",290522.000000000000000
"605",290524.000000000000000
"606",290526.000000000000000
"607",290528.000000000000000
"608",290530.000000000000000
"609",290532.000000000000000
"610",290534.000000000000000
"611",290536.000000000000000
"612",290538.000000000000000
"613",290540.000000000000000
"614",290542.000000000000000
"615",290544.000000000000000
"616",290546.000000000000000
"617",290548.000000000000000
"618",290550.000000000000000
"619",290552.000000000000000
"620",290554.000000000000000
"621",290556.000000000000000
"622",290558.000000000000000
"623",290560.000000000000000
"624",290562.000000000000000
"625",290564.000000000000000
"626",290566.000000000000000
"627",290568.000000000000000
"628",290574.000000000000000
"629",290576.000000000000000
"630",290578.000000000000000
"631",290580.000000000000000
"632",290582.000000000000000
"633",290584.000000000000000
"634",290586.000000000000000
"635",290588.000000000000000
"636",290590.000000000000000
"637",290592.000000000000000
"638",290594.000000000000000
"639",290596.000000000000000
"640",290598.000000000000000
"641",290600.000000000000000
"642",290602.000000000000000
"643",290604.000000000000000
"644",290606.000000000000000
"645",290608.000000000000000
"646",290610.000000000000000
"647",290612.000000000000000
"648",290614.000000000000000
"649",290616.000000000000000
"650",290618.000000000000000
"651",290620.000000000000000
"652",290622.000000000000000
"653",290624.000000000000000
"654",290626.000000000000000
"655",290628.000000000000000
"656",290630.000000000000000
"657",292492.000000000000000
"658",292494.000000000000000
"659",292496.000000000000000
"660",292498.000000000000000
"661",292500.000000000000000
"662",292502.000000000000000
"663",292504.000000000000000
"664",292506.000000000000000
"665",292508.000000000000000
"666",292510.000000000000000
"667",292512.000000000000000
"668",292514.000000000000000
"669",292516.000000000000000
"670",292518.000000000000000
"671",292520.000000000000000
"672",292522.000000000000000
"673",292524.000000000000000
"674",292526.000000000000000
"675",292528.000000000000000
"676",292530.000000000000000
"677",292532.000000000000000
"678",292534.000000000000000
"679",292536.000000000000000
"680",292538.000000000000000
"681",292540.000000000000000
"682",292542.000000000000000
"683",292544.000000000000000
"684",292546.000000000000000
"685",292548.000000000000000
"686",292550.000000000000000
"687",292552.000000000000000
"688",292554.000000000000000
"689",292556.000000000000000
"690",292558.000000000000000
"691",292560.000000000000000
"692",292562.000000000000000
"693",292564.000000000000000
"694",292566.000000000000000
"695",292568.000000000000000
"696",292576.000000000000000
"697",292578.000000000000000
"698",292580.000000000000000
"699",292582.000000000000000
"700",292584.000000000000000
"701",292586.000000000000000
"702",292588.000000000000000
"703",292590.000000000000000
"704",292592.000000000000000
"705",292594.000000000000000
"706",292596.000000000000000
"707",292598.000000000000000
"708",292600.000000000000000
"709",292602.000000000000000
"710",292604.000000000000000
"711",292606.000000000000000
"712",292608.000000000000000
"713",292610.000000000000000
"714",292612.000000000000000
"715",292614.000000000000000
"716",292616.000000000000000
"717",292618.000000000000000
"718",292620.000000000000000
"719",292622.000000000000000
"720",292624.000000000000000
"721",292626.000000000000000
"722",292628.000000000000000
"723",292630.000000000000000
"724",292632.000000000000000
"725",294496.000000000000000
"726",294498.000000000000000
"727",294500.000000000000000
"728",294502.000000000000000
"729",294504.000000000000000
"730",294506.000000000000000
"731",294508.000000000000000
"732",294510.000000000000000
"733",294512.000000000000000
"734",294514.000000000000000
"735",294516.000000000000000
"736",294518.000000000000000
"737",294520.000000000000000
"738",294522.000000000000000
"739",294524.000000000000000
"740",294526.000000000000000
"741",294528.000000000000000
"742",294530.000000000000000
"743",294532.000000000000000
"744",294534.000000000000000
"745",294536.000000000000000
"746",294538.000000000000000
"747",294540.000000000000000
"748",294542.000000000000000
"749",294544.000000000000000
"750",294546.000000000000000
"751",294548.000000000000000
"752",294550.000000000000000
"753",294552.000000000000000
"754",294554.000000000000000
"755",294556.000000000000000
"756",294558.000000000000000
"757",294560.000000000000000
"758",294562.000000000000000
"759",294564.000000000000000
"760",294566.000000000000000
"761",294568.000000000000000
"762",294570.000000000000000
"763",294574.000000000000000
"764",294576.000000000000000
"765",294578.000000000000000
"766",294580.000000000000000
"767",294582.000000000000000
"768",294584.000000000000000
"769",294586.000000000000000
"770",294588.000000000000000
"771",294590.000000000000000
"772",294592.000000000000000
"773",294594.000000000000000
"774",294596.000000000000000
"775",294598.000000000000000
"776",294600.000000000000000
"777",294602.000000000000000
"778",294604.000000000000000
"779",294606.000000000000000
"780",294608.000000000000000
"781",294610.000000000000000
"782",294612.000000000000000
"783",294614.000000000000000
"784",294616.000000000000000
"785",294618.000000000000000
"786",294620.000000000000000
"787",294622.000000000000000
"788",294624.000000000000000
"789",294626.000000000000000
"790",294628.000000000000000
"791",294630.000000000000000
"792",294632.000000000000000
"793",296492.000000000000000
"794",296494.000000000000000
"795",296498.000000000000000
"796",296500.000000000000000
"797",296502.000000000000000
"798",296504.000000000000000
"799",296506.000000000000000
"800",296508.000000000000000
"801",296510.000000000000000
"802",296512.000000000000000
"803",296514.000000000000000
"804",296516.000000000000000
"805",296518.000000000000000
"806",296520.000000000000000
"807",296522.000000000000000
"808",296524.000000000000000
"809",296526.000000000000000
"810",296528.000000000000000
"811",296530.000000000000000
"812",296532.000000000000000
"813",296534.000000000000000
"814",296536.000000000000000
"815",296538.000000000000000
"816",296540.000000000000000
"817",296542.000000000000000
"818",296544.000000000000000
"819",296546.000000000000000
"820",296548.000000000000000
"821",296550.000000000000000
"822",296552.000000000000000
"823",296554.000000000000000
"824",296556.000000000000000
"825",296558.000000000000000
"826",296560.000000000000000
"827",296562.000000000000000
"828",296564.000000000000000
"829",296566.000000000000000
"830",296568.000000000000000
"831",296570.000000000000000
"832",296572.000000000000000
"833",296574.000000000000000
"834",296576.000000000000000
"835",296578.000000000000000
"836",296580.000000000000000
"837",296582.000000000000000
"838",296584.000000000000000
"839",296586.000000000000000
"840",296588.000000000000000
"841",296590.000000000000000
"842",296592.000000000000000
"843",296594.000000000000000
"844",296596.000000000000000
"845",296598.000000000000000
"846",296600.000000000000000
"847",296602.000000000000000
"848",296604.000000000000000
"849",296606.000000000000000
"850",296608.000000000000000
"851",296610.000000000000000
"852",296612.000000000000000
"853",296614.000000000000000
"854",296616.000000000000000
"855",296618.000000000000000
"856",296620.000000000000000
"857",296622.000000000000000
"858",296624.000000000000000
"859",296626.000000000000000
"860",296628.000000000000000
"861",296630.000000000000000
"862",296632.000000000000000
"863",296634.000000000000000
"864",296636.000000000000000
"865",296644.000000000000000
"866",296646.000000000000000
"867",298490.000000000000000
"868",298492.000000000000000
"869",298494.000000000000000
"870",298498.000000000000000
"871",298500.000000000000000
"872",298502.000000000000000
"873",298504.000000000000000
"874",298506.000000000000000
"875",298508.000000000000000
"876",298510.000000000000000
"877",298512.000000000000000
"878",298514.000000000000000
"879",298516.000000000000000
"880",298518.000000000000000
"881",298520.000000000000000
"882",298522.000000000000000
"883",298524.000000000000000
"884",298526.000000000000000
"885",298528.000000000000000
"886",298530.000000000000000
"887",298532.000000000000000
"888",298534.000000000000000
"889",298536.000000000000000
"890",298538.000000000000000
"891",298540.000000000000000
"892",298542.000000000000000
"893",298544.000000000000000
"894",298546.000000000000000
"895",298548.000000000000000
"896",298550.000000000000000
"897",298552.000000000000000
"898",298554.000000000000000
"899",298556.000000000000000
"900",298558.000000000000000
"901",298560.000000000000000
"902",298562.000000000000000
"903",298564.000000000000000
"904",298566.000000000000000
"905",298568.000000000000000
"906",298570.000000000000000
"907",298572.000000000000000
"908",298574.000000000000000
"909",298576.000000000000000
"910",298578.000000000000000
"911",298580.000000000000000
"912",298582.000000000000000
"913",298584.000000000000000
"914",298586.000000000000000
"915",298588.000000000000000
"916",298590.000000000000000
"917",298592.000000000000000
"918",298594.000000000000000
"919",298596.000000000000000
"920",298598.000000000000000
"921",298600.000000000000000
"922",298602.000000000000000
"923",298604.000000000000000
"924",298606.000000000000000
"925",298608.000000000000000
"926",298610.000000000000000
"927",298612.000000000000000
"928",298614.000000000000000
"929",298616.000000000000000
"930",298618.000000000000000
"931",298620.000000000000000
"932",298622.000000000000000
"933",298624.000000000000000
"934",298626.000000000000000
"935",298628.000000000000000
"936",298630.000000000000000
"937",298632.000000000000000
"938",298634.000000000000000
"939",298636.000000000000000
"940",298644.000000000000000
"941",298646.000000000000000
"942",298648.000000000000000
"943",300490.000000000000000
"944",300492.000000000000000
"945",300494.000000000000000
"946",300496.000000000000000
"947",300498.000000000000000
"948",300500.000000000000000
"949",300502.000000000000000
"950",300504.000000000000000
"951",300506.000000000000000
"952",300508.000000000000000
"953",300510.000000000000000
"954",300512.000000000000000
"955",300514.000000000000000
"956",300516.000000000000000
"957",300518.000000000000000
"958",300520.000000000000000
"959",300522.000000000000000
"960",300524.000000000000000
"961",300526.000000000000000
"962",300528.000000000000000
"963",300530.000000000000000
"964",300532.000000000000000
"965",300534.000000000000000
"966",300536.000000000000000
"967",300538.000000000000000
"968",300540.000000000000000
"969",300542.000000000000000
"970",300544.000000000000000
"971",300546.000000000000000
"972",300548.000000000000000
"973",300550.000000000000000
"974",300552.000000000000000
"975",300554.000000000000000
"976",300556.000000000000000
"977",300558.000000000000000
"978",300560.000000000000000
"979",300562.000000000000000
"980",300564.000000000000000
"981",300566.000000000000000
"982",300568.000000000000000
"983",300570.000000000000000
"984",300572.000000000000000
"985",300574.000000000000000
"986",300576.000000000000000
"987",300578.000000000000000
"988",300580.000000000000000
"989",300582.000000000000000
"990",300584.000000000000000
"991",300586.000000000000000
"992",300588.000000000000000
"993",300590.000000000000000
"994",300592.000000000000000
"995",300594.000000000000000
"996",300596.000000000000000
"997",300598.000000000000000
"998",300600.000000000000000
"999",300602.000000000000000
"1000",300604.000000000000000
"1001",300606.000000000000000
"1002",300608.000000000000000
"1003",300610.000000000000000
"1004",300612.000000000000000
"1005",300614.000000000000000
"1006",300616.000000000000000
"1007",300618.000000000000000
"1008",300620.000000000000000
"1009",300622.000000000000000
"1010",300624.000000000000000
"1011",300626.000000000000000
"1012",300628.000000000000000
"1013",300630.000000000000000
"1014",300632.000000000000000
"1015",300634.000000000000000
"1016",300636.000000000000000
"1017",300638.000000000000000
"1018",300640.000000000000000
"1019",300642.000000000000000
"1020",300644.000000000000000
"1021",300646.000000000000000
"1022",300648.000000000000000
"1023",300650.000000000000000
"1024",302492.000000000000000
"1025",302494.000000000000000
"1026",302496.000000000000000
"1027",302500.000000000000000
"1028",302502.000000000000000
"1029",302504.000000000000000
"1030",302506.000000000000000
"1031",302508.000000000000000
"1032",302510.000000000000000
"1033",302512.000000000000000
"1034",302514.000000000000000
"1035",302516.000000000000000
"1036",302518.000000000000000
"1037",302520.000000000000000
"1038",302522.000000000000000
"1039",302524.000000000000000
"1040",302526.000000000000000
"1041",302528.000000000000000
"1042",302530.000000000000000
"1043",302532.000000000000000
"1044",302534.000000000000000
"1045",302536.000000000000000
"1046",302538.000000000000000
"1047",302540.000000000000000
"1048",302542.000000000000000
"1049",302544.000000000000000
"1050",302546.000000000000000
"1051",302548.000000000000000
"1052",302550.000000000000000
"1053",302552.000000000000000
"1054",302554.000000000000000
"1055",302556.000000000000000
"1056",302558.000000000000000
"1057",302560.000000000000000
"1058",302562.000000000000000
"1059",302564.000000000000000
"1060",302566.000000000000000
"1061",302568.000000000000000
"1062",302570.000000000000000
"1063",302572.000000000000000
"1064",302574.000000000000000
"1065",302576.000000000000000
"1066",302578.000000000000000
"1067",302580.000000000000000
"1068",302582.000000000000000
"1069",302584.000000000000000
"1070",302586.000000000000000
"1071",302588.000000000000000
"1072",302590.000000000000000
"1073",302592.000000000000000
"1074",302594.000000000000000
"1075",302596.000000000000000
"1076",302598.000000000000000
"1077",302600.000000000000000
"1078",302602.000000000000000
"1079",302604.000000000000000
"1080",302606.000000000000000
"1081",302608.000000000000000
"1082",302610.000000000000000
"1083",302612.000000000000000
"1084",302614.000000000000000
"1085",302616.000000000000000
"1086",302618.000000000000000
"1087",302620.000000000000000
"1088",302622.000000000000000
"1089",302624.000000000000000
"1090",302626.000000000000000
"1091",302628.000000000000000
"1092",302630.000000000000000
"1093",302632.000000000000000
"1094",302634.000000000000000
"1095",302636.000000000000000
"1096",302638.000000000000000
"1097",302640.000000000000000
"1098",302642.000000000000000
"1099",302644.000000000000000
"1100",302646.000000000000000
"1101",302648.000000000000000
"1102",302650.000000000000000
"1103",302652.000000000000000
"1104",304492.000000000000000
"1105",304494.000000000000000
"1106",304496.000000000000000
"1107",304500.000000000000000
"1108",304502.000000000000000
"1109",304504.000000000000000
"1110",304506.000000000000000
"1111",304508.000000000000000
"1112",304510.000000000000000
"1113",304512.000000000000000
"1114",304514.000000000000000
"1115",304516.000000000000000
"1116",304518.000000000000000
"1117",304520.000000000000000
"1118",304522.000000000000000
"1119",304524.000000000000000
"1120",304526.000000000000000
"1121",304528.000000000000000
"1122",304530.000000000000000
"1123",304532.000000000000000
"1124",304534.000000000000000
"1125",304536.000000000000000
"1126",304538.000000000000000
"1127",304540.000000000000000
"1128",304542.000000000000000
"1129",304544.000000000000000
"1130",304546.000000000000000
"1131",304548.000000000000000
"1132",304550.000000000000000
"1133",304552.000000000000000
"1134",304554.000000000000000
"1135",304556.000000000000000
"1136",304558.000000000000000
"1137",304560.000000000000000
"1138",304562.000000000000000
"1139",304564.000000000000000
"1140",304566.000000000000000
"1141",304568.000000000000000
"1142",304570.000000000000000
"1143",304572.000000000000000
"1144",304574.000000000000000
"1145",304576.000000000000000
"1146",304578.000000000000000
"1147",304580.000000000000000
"1148",304582.000000000000000
"1149",304584.000000000000000
"1150",304586.000000000000000
"1151",304588.000000000000000
"1152",304590.000000000000000
